visit_date,sex,age,client_type,service_received,timeliness,client_handling,quality_of_service,overall_satisfaction,comment,label
2026-06-07,Female,30,Non-Pasigueño,Family planning consultation,4,4,4,3,"Sa part ng referral process, madaling sundan yung steps na sinabi sa akin. Walang unnecessary delay sa naging transaction ko. Keep up the good service.",positive
2026-07-06,Male,21,City Government Employee,Pharmacy/medicine assistance,2,2,1,2,Hindi okay para sa akin yung naging service. Kulangan yung information tungkol sa requirements. Sana ayusin yung system para hindi maulit sa ibang client.,negative
2026-04-20,Female,39,Pasigueño,Dental consultation,4,3,3,3,Nakuha ko naman yung kailangan ko. Kailangan ko pang ulitin yung tanong bago naging clear; malinaw naman yung basic instructions naman kapag ako na yung inaasikaso. Sana lang mas maging consistent next time.,neutral
2026-01-24,Female,58,Pasigueño,Nutrition counseling,2,3,3,3,"Regarding sa referral request, okay naman. Organized naman yung pila, although kailangan ko pang magtanong kung saan yung next counter. Manageable naman kaya okay lang.",neutral
2026-05-15,Male,25,Pasigueño,Maternal health consultation,2,2,1,2,Hindi straightforward yung process at maraming unnecessary na tanong. Ang bagal ng usad ng pila at walang malinaw na update. Sana mabigyan ito ng action.,negative
2026-04-11,Male,42,City Government Employee,Medical consultation,2,1,2,2,Stressful yung naging transaction ko. Parang minamadali ako kahit hindi ko pa naiintindihan yung instruction. Kailangan talagang pagbutihin yung service.,negative
2026-03-28,Male,36,City Government Employee,Medical consultation,2,1,2,2,Hindi straightforward yung process at maraming unnecessary na tanong. Ang daming idle time sa pagitan ng bawat step. Sana ayusin yung system para hindi maulit sa ibang client.,negative
2026-01-07,Female,33,City Government Employee,Maternal health consultation,3,3,2,3,"Okay lang naman yung process. Polite naman yung staff. Siguro ang pwede lang ayusin, may konting kalituhan sa sequence ng pila. Fair lang yung rating ko.",neutral
2026-03-01,Female,25,Pasigueño,Wound care/dressing,3,4,3,4,Malinaw yung instructions kaya alam ko agad kung ano ang susunod. Patient mag-explain yung staff kahit may follow-up questions ako. Good job sa staff.,positive
2026-06-13,Male,26,Pasigueño,Medical certificate,2,3,4,3,"Yung dental service ko, maayos naman yung actual service, kaso kailangan ko pang ulitin yung tanong bago naging clear. Nothing serious, pero noticeable lang.",neutral
2026-06-19,Male,39,Non-Pasigueño,Dental consultation,4,3,3,3,Acceptable naman yung service para sa akin. Medyo matagal yung checking ng requirements; maayos naman yung actual service naman kapag ako na yung inaasikaso. Sana mas mabilis nang kaunti sa susunod.,neutral
2026-02-18,Male,23,Pasigueño,Referral assistance,1,1,1,1,Hindi naging maayos yung experience ko. Hindi maayos yung signage kaya napunta ako sa maling pila. Hindi dapat ganito katagal yung simpleng transaction.,negative
2026-07-15,Female,52,Pasigueño,Medical certificate,4,3,4,4,Hindi ako nahirapan sa buong proseso. Efficient yung pila at hindi magulo yung tawagan. Maayos sumagot yung staff sa mga tanong ko.,positive
2026-03-29,Female,26,Pasigueño,Medical consultation,3,3,4,3,"Kumpleto naman yung information na binigay at natapos naman yung kailangan ko. Ang napansin ko lang, hindi pare-pareho yung explanation na narinig ko sa dalawang counter. Sana lang mas maging consistent next time.",neutral
2026-02-07,Female,36,Pasigueño,Referral assistance,4,4,3,4,"Sa part ng immunization, hindi pabalik-balik kaya mabilis matapos yung transaction. Clear yung directions at hindi ako nalito sa process. Nakakagaan kapag ganito kaayos yung serbisyo.",positive
2026-06-22,Female,56,Pasigueño,Health card/clearance,1,2,2,2,Nakakapagod yung naging process para sa simpleng transaction. May mga nauna kahit mas late silang dumating kaya nakakalito yung pila. Hindi straightforward yung process at maraming unnecessary na tanong.,negative
2026-04-26,Female,28,Pasigueño,Nutrition counseling,4,3,3,4,"Sa vaccine process mismo, professional kausap yung staff at mahinahon sumagot. Within a reasonable time natapos yung kailangan ko.",positive
2026-06-17,Male,72,Pasigueño,Dental consultation,2,4,3,3,"Okay lang naman yung process. Okay naman yung flow kapag ikaw na yung nasa counter, pero may ilang minuto na walang gumagalaw sa pila. Sana lang mas maging consistent next time.",neutral
2026-02-22,Female,44,City Government Employee,Referral assistance,3,2,2,2,Hindi naging maayos yung experience ko. May kulang na requirement na saka lang sinabi nung nasa counter na ako. Please improve the process and client handling.,negative
2026-04-02,Female,34,Pasigueño,Animal bite treatment,3,3,3,3,"Nakuha ko naman yung kailangan ko. Pwede pang mas mabilis yung process; okay naman yung flow kapag ikaw na yung nasa counter naman kapag ako na yung inaasikaso. Sakto lang, neither good nor bad.",neutral
2026-05-05,Female,37,Pasigueño,Immunization/Vaccination,4,3,4,4,"Yung immunization ko, sakto lang yung waiting time at mabilis yung actual transaction. Maayos naipaliwanag yung requirements bago ako pumila. Good job sa staff.",positive
2026-02-05,Female,31,City Government Employee,Animal bite treatment,2,1,2,2,"Regarding sa referral process, confusing yung sequence ng steps. Hindi maayos yung pakikitungo nung humingi ako ng clarification.",negative
2026-01-06,Female,22,Pasigueño,Health card/clearance,2,1,1,1,Poor yung experience ko this time. Kulangan yung information tungkol sa requirements. I hope maayos ito sa susunod.,negative
2026-05-15,Female,53,Pasigueño,Animal bite treatment,2,3,4,3,"Acceptable naman yung service para sa akin. Friendly naman yung nag-assist, pero may konting delay sa pila. Okay naman basta may konting improvement.",neutral
2026-02-27,Male,20,Pasigueño,Immunization/Vaccination,4,4,4,3,"Sa part ng referral request, nasunod naman agad yung sequence ng pila. Maayos yung signage at guide kaya madaling sundan. Babalik ako nang hindi nag-aalala kung kailangan ulit.",positive
2026-02-09,Female,38,Pasigueño,Pharmacy/medicine assistance,2,2,2,2,Disappointed ako sa naging transaction. Walang maayos na direction kung ano yung next step. Sana mas organized at respectful next time.,negative
2026-04-26,Male,23,Non-Pasigueño,Maternal health consultation,4,4,3,4,"Yung bite treatment process ko, straightforward yung process at walang confusing na instruction. Maaga akong dumating at mabilis din akong natapos. Nakakagaan kapag ganito kaayos yung serbisyo.",positive
2026-07-12,Male,49,Pasigueño,Nutrition counseling,1,1,2,1,Medyo frustrating yung naging proseso. Matagal akong nakaupo bago may nag-assist sa akin. Dapat mas malinaw yung listahan ng kailangan bago pumila.,negative
2026-04-26,Female,31,Non-Pasigueño,Referral assistance,3,4,2,3,Okay lang naman yung process. Hindi agad malinaw kung saan kukunin yung form; Maayos kausap yung staff naman kapag ako na yung inaasikaso. Hindi naman siya malaking issue para sa akin.,neutral
2026-04-03,Female,33,City Government Employee,Referral assistance,3,3,4,3,"Maayos kausap yung staff at natapos naman yung kailangan ko. Ang napansin ko lang, hindi agad malinaw kung saan kukunin yung form. Pwede pang ayusin nang konti yung flow.",neutral
2026-04-22,Female,37,City Government Employee,Vital signs screening,4,3,2,3,"Medyo matagal yung checking ng requirements, pero straightforward naman yung requirements naman. Sana lang mas maging consistent next time.",neutral
2026-07-19,Male,54,City Government Employee,Immunization/Vaccination,2,2,1,2,Hindi ko nagustuhan yung naging flow ng service. Hindi efficient yung flow kaya nasayang yung oras ko. May kulang na requirement na saka lang sinabi nung nasa counter na ako.,negative
2026-05-10,Female,34,Pasigueño,Referral assistance,2,3,2,2,"Regarding sa consultation, hindi straightforward yung process at maraming unnecessary na tanong. Hindi approachable yung nakausap ko sa counter.",negative
2026-01-26,Male,54,Non-Pasigueño,Nutrition counseling,1,1,1,1,Parang ayaw sumagot nung staff sa follow-up question ko. Hindi malinaw yung instructions na binigay sa akin sa simula. Sana ma-review yung workflow at customer service.,negative
2026-01-20,Female,45,Pasigueño,Family planning consultation,4,3,2,3,"Regarding sa consultation process, friendly naman yung nag-assist, kaso kailangan ko pang ulitin yung tanong bago naging clear. Manageable naman kaya okay lang.",neutral
2026-08-06,Male,38,Pasigueño,TB/DOTS consultation,3,4,3,4,"Sa request para sa laboratory mismo, dire-diretso yung process kaya hindi nasayang yung oras ko. Madaling sundan yung steps na sinabi sa akin. Overall, satisfied ako.",positive
2026-02-10,Female,28,Non-Pasigueño,Health card/clearance,3,2,3,3,"Neutral lang ako sa experience ko. Sa health clearance mismo, pwede pang mas mabilis yung process, pero natapos din naman at organized naman yung pila. Hindi naman siya malaking issue para sa akin.",neutral
2026-04-11,Male,34,Pasigueño,TB/DOTS consultation,4,4,4,4,Straightforward yung process at walang confusing na instruction. Patient mag-explain yung staff kahit may follow-up questions ako. Thank you sa maayos na pag-assist.,positive
2026-02-04,Male,44,Pasigueño,Medical consultation,3,4,2,3,"Para sa wound dressing, natapos naman nang maayos. Okay naman yung customer handling; kulang lang ng mas malinaw na signage lang. Pwede pang ayusin nang konti yung flow.",neutral
2026-01-21,Female,33,Pasigueño,Animal bite treatment,1,2,2,2,Mas matagal at mas magulo kaysa sa inaasahan ko. Parang walang willingness tumulong nung nalito ako sa process. Kailangan talagang pagbutihin yung service.,negative
2026-06-06,Female,48,Non-Pasigueño,Maternal health consultation,2,2,1,2,Sana ma-review yung process kasi nahirapan talaga ako. Ang bagal ng usad ng pila at walang malinaw na update. Kulang yung explanation kaya napabalik pa ako.,negative
2026-01-14,Female,44,City Government Employee,Family planning consultation,4,4,3,4,Maayos yung naging experience ko today. Konti lang yung waiting time nung pumunta ako. Magalang at approachable yung staff na nakausap ko.,positive
2026-06-27,Male,53,Pasigueño,Pharmacy/medicine assistance,1,2,1,1,"Sa part ng immunization, hindi maayos yung pakikitungo nung humingi ako ng clarification. Ang bagal ng usad ng pila at walang malinaw na update. I hope maayos ito sa susunod.",negative
2026-05-22,Female,36,City Government Employee,Pharmacy/medicine assistance,4,4,4,3,"Para sa maternal health consultation, maayos ang explanation kaya walang naging aberya. Within a reasonable time natapos yung kailangan ko. Okay na okay para sa akin.",positive
2026-06-09,Male,47,Pasigueño,Referral assistance,3,3,3,3,"Sa part ng referral process, okay naman. Organized naman yung pila, although kailangan ko pang ulitin yung tanong bago naging clear. Pwede pang ayusin nang konti yung flow.",neutral
2026-04-21,Male,35,Pasigueño,Dental consultation,3,4,4,4,"Nung nag-process ako ng request para sa laboratory, alam ko agad kung saan pupunta dahil malinaw yung instructions. Walang unnecessary delay sa naging transaction ko. Good job sa staff.",positive
2026-05-19,Male,46,Pasigueño,Animal bite treatment,3,4,4,4,"Para sa consultation process, sakto lang yung waiting time at mabilis yung actual transaction. Kompleto yung information na binigay sa counter. Thank you sa maayos na pag-assist.",positive
2026-06-19,Male,36,Pasigueño,Referral assistance,4,3,3,3,"Straightforward naman yung requirements at natapos naman yung kailangan ko. Ang napansin ko lang, medyo mahaba yung pila pero gumagalaw naman. May konting inconvenience pero natapos din naman.",neutral
2026-05-08,Male,37,Pasigueño,Family planning consultation,2,2,3,2,Hindi ko nagustuhan yung naging flow ng service. Hindi malinaw yung instructions na binigay sa akin sa simula. Sana mabigyan ito ng action.,negative
2026-06-29,Male,55,City Government Employee,Dental consultation,3,4,4,4,Maganda yung naging proseso from start to finish. Within a reasonable time natapos yung kailangan ko. Tinulungan ako agad nung hindi ko alam yung next step.,positive
2026-05-18,Female,34,Pasigueño,Laboratory request,2,1,2,2,Medyo frustrating yung naging proseso. Halos walang movement yung pila for a long time. Hindi helpful yung sagot at itinuro lang ako sa ibang counter. Sana mas organized at respectful next time.,negative
2026-02-27,Male,60,Pasigueño,Vital signs screening,3,3,4,4,Maayos yung pakikitungo sa akin mula umpisa hanggang matapos. Malinaw yung instructions kaya alam ko agad kung ano ang susunod. Okay na okay para sa akin.,positive
2026-03-28,Female,41,Pasigueño,Immunization/Vaccination,4,4,3,4,Kompleto yung information na binigay sa counter. Ramdam na willing tumulong yung staff. Wala akong reklamo sa naging service.,positive
2026-06-01,Male,31,City Government Employee,Nutrition counseling,2,2,1,2,"Regarding sa pharmacy service, hindi ako nabigyan ng maayos na explanation nung may concern ako. Matagal bago may sumagot sa concern ko sa counter. Marami pang kailangang i-improve.",negative
2026-05-10,Male,30,Pasigueño,Laboratory request,3,4,3,4,Na-appreciate ko yung maayos na assistance. Maayos naipaliwanag yung requirements bago ako pumila. Maganda yung customer handling nila. Salamat sa maayos na assistance.,positive
2026-05-29,Female,55,Pasigueño,Laboratory request,4,4,4,3,"Sa pharmacy service mismo, maaga akong dumating at mabilis din akong natapos. Nasagot nang maayos yung tanong ko tungkol sa requirements. Thank you sa maayos na pag-assist.",positive
2026-06-29,Male,48,Pasigueño,Medical certificate,4,4,4,4,Okay na okay yung serbisyo para sa akin. Madaling sundan yung steps na sinabi sa akin. Respectful yung pakikitungo kahit marami silang inaasikaso. Salamat sa maayos na assistance.,positive
2026-05-19,Female,34,Pasigueño,TB/DOTS consultation,1,1,1,1,Hindi malinaw ang proseso at hindi magalang ang staff.,negative
2026-01-16,Female,35,Pasigueño,Pharmacy/medicine assistance,4,3,3,3,"May konting delay pero manageable naman, pero straightforward naman yung requirements naman. Nothing serious, pero noticeable lang.",neutral
2026-04-28,Male,67,Pasigueño,Vital signs screening,4,4,4,4,Magalang at approachable yung staff na nakausap ko. Kompleto yung information na binigay sa counter. Thank you sa maayos na pag-assist.,positive
2026-07-16,Male,64,Non-Pasigueño,Animal bite treatment,2,2,1,2,Hindi patient mag-explain yung staff. Iba-iba yung instruction na nakuha ko sa bawat counter. Kailangan talagang pagbutihin yung service.,negative
2026-04-04,Male,31,Pasigueño,Family planning consultation,4,4,4,3,Tinulungan ako agad nung hindi ko alam yung next step. Maayos naipaliwanag yung requirements bago ako pumila. Wala akong reklamo sa naging service.,positive
2026-05-13,Male,57,Pasigueño,Laboratory request,4,4,4,3,Ayos yung flow ng transaction ko. Maayos ang explanation kaya walang naging aberya. Maayos sumagot yung staff sa mga tanong ko. Salamat sa maayos na assistance.,positive
2026-07-21,Male,61,Non-Pasigueño,Pharmacy/medicine assistance,4,3,3,3,"Medyo mahaba yung pila pero gumagalaw naman, pero kumpleto naman yung information na binigay naman. Hindi naman siya malaking issue para sa akin.",neutral
2026-07-06,Male,30,Pasigueño,Family planning consultation,1,1,2,1,Hindi naging smooth yung pag-asikaso ko. May mga nauna kahit mas late silang dumating kaya nakakalito yung pila. Hindi ako nabigyan ng maayos na explanation nung may concern ako. Sana magkaroon ng clearer instructions at mas maayos na pila.,negative
2026-02-11,Female,43,Pasigueño,Health card/clearance,3,4,2,3,"Polite naman yung staff at natapos naman yung kailangan ko. Ang napansin ko lang, kailangan ko pang ulitin yung tanong bago naging clear. Pwede pang ayusin nang konti yung flow.",neutral
2026-07-16,Female,39,Non-Pasigueño,Health card/clearance,2,2,1,2,Hindi naging smooth yung pag-asikaso ko. Kulangan yung information tungkol sa requirements. Sana ayusin yung system para hindi maulit sa ibang client.,negative
2026-07-23,Female,44,City Government Employee,Health card/clearance,3,4,3,4,"Yung consultation ko, madaling sundan yung steps na sinabi sa akin. Walang unnecessary delay sa naging transaction ko. Thank you sa maayos na pag-assist.",positive
2026-06-30,Male,23,Pasigueño,Animal bite treatment,2,3,4,3,"Regarding sa consultation, natapos naman nang maayos. Maayos kausap yung staff; medyo mabagal lang yung usad nung maraming tao lang. Manageable naman kaya okay lang.",neutral
2026-05-05,Female,31,Non-Pasigueño,Pharmacy/medicine assistance,2,1,1,1,Poor yung experience ko this time. Hindi organized yung queue kaya mas humaba yung paghihintay. Hindi maayos yung pakikitungo nung humingi ako ng clarification. Hindi dapat ganito katagal yung simpleng transaction.,negative
2026-06-15,Male,42,Pasigueño,Laboratory request,4,3,4,4,"Nung nag-process ako ng family planning service, maganda yung customer handling nila. Dire-diretso yung process kaya hindi nasayang yung oras ko.",positive
2026-04-10,Male,39,Pasigueño,Medical certificate,2,3,4,3,"Nagawa naman yung kailangan ko. Nung nag-process ako ng wound dressing, kailangan ko pang magtanong kung saan yung next counter, pero natapos din naman at friendly naman yung nag-assist. May konting inconvenience pero natapos din naman.",neutral
2026-06-18,Female,28,Pasigueño,Referral assistance,3,3,2,3,"Maayos naman in general yung service. Para sa immunization, hindi agad malinaw kung saan kukunin yung form, pero natapos din naman at organized naman yung pila. Pwede pang ayusin nang konti yung flow.",neutral
2026-04-08,Female,36,Non-Pasigueño,Animal bite treatment,3,4,4,4,Hindi ako kinailangang magtanong nang paulit-ulit. May initiative silang i-guide ako kung saan susunod. Babalik ako nang hindi nag-aalala kung kailangan ulit.,positive
2026-06-10,Female,24,Pasigueño,Animal bite treatment,3,2,3,3,"Average lang yung experience ko. Kumpleto naman yung information na binigay, pero kailangan ko pang ulitin yung tanong bago naging clear. Sakto lang, neither good nor bad.",neutral
2026-08-10,Male,21,Pasigueño,Pharmacy/medicine assistance,4,4,4,3,Smooth naman yung naging punta ko sa health office. Maayos yung queue kaya hindi nakakainip yung paghihintay. Tinulungan ako agad nung hindi ko alam yung next step.,positive
2026-05-08,Male,33,Pasigueño,Referral assistance,3,2,2,2,"Sa part ng DOTS service, sobrang tagal bago ako natawag kahit matagal na akong naghihintay. Mas maayos sana kung mas respectful yung pakikitungo sa clients. Please improve the process and client handling.",negative
2026-01-16,Female,49,Pasigueño,Health card/clearance,2,3,4,3,"May good parts naman yung service pero may konting inconvenience. Yung referral request ko, kailangan ko pang magtanong kung saan yung next counter, pero natapos din naman at straightforward naman yung requirements. Nothing serious, pero noticeable lang.",neutral
2026-02-15,Female,39,Pasigueño,Medical consultation,2,2,1,2,"Para sa vaccine process, hindi visible yung process kaya kailangan pang magtanong nang paulit-ulit. Parang ayaw sumagot nung staff sa follow-up question ko.",negative
2026-01-29,Male,38,Non-Pasigueño,Health card/clearance,3,2,3,3,"Sakto lang yung naging experience ko today. Maayos naman yung actual service. Siguro ang pwede lang ayusin, medyo masikip lang sa waiting area. Sana lang mas maging consistent next time.",neutral
2026-07-21,Male,23,Pasigueño,Laboratory request,4,3,3,3,"May konting kalituhan sa sequence ng pila, pero Maayos kausap yung staff naman. Sana mas mabilis nang kaunti sa susunod.",neutral
2026-06-10,Male,49,City Government Employee,Wound care/dressing,1,2,2,2,"Sa part ng medicine assistance, parang walang willingness tumulong nung nalito ako sa process. Pinaghintay ako nang matagal nang walang explanation kung bakit. Hindi dapat ganito katagal yung simpleng transaction.",negative
2026-03-30,Male,41,Non-Pasigueño,Nutrition counseling,2,1,2,2,Hindi ako satisfied sa naging assistance. Kulang yung explanation kaya napabalik pa ako. Sana mabigyan ito ng action.,negative
2026-04-07,Male,33,Non-Pasigueño,Pharmacy/medicine assistance,2,2,1,2,Confusing yung sequence ng steps. Hindi organized yung queue kaya mas humaba yung paghihintay. Sana mas organized at respectful next time.,negative
2026-06-30,Male,57,Non-Pasigueño,Nutrition counseling,3,3,2,3,"Decent naman yung naging service. Nasagot naman yung tanong ko. Siguro ang pwede lang ayusin, may ilang minuto na walang gumagalaw sa pila. Overall okay pa rin naman.",neutral
2026-06-01,Male,62,Pasigueño,Maternal health consultation,2,2,1,2,"Sa maternal health consultation mismo, may kulang na requirement na saka lang sinabi nung nasa counter na ako. Naramdaman kong naiirita yung kausap ko nung nagtanong ulit ako.",negative
2026-06-25,Female,40,Pasigueño,Nutrition counseling,3,3,3,3,"Hindi naman bad, pero may pwede pang ayusin. Sa counseling session mismo, kailangan ko pang ulitin yung tanong bago naging clear, pero natapos din naman at nasagot naman yung tanong ko. Okay naman basta may konting improvement.",neutral
2026-05-10,Male,38,Pasigueño,Laboratory request,1,1,2,1,"Para sa pagpapatingin, hindi consistent yung assistance at iba-iba yung sinasabi ng staff. Ang tagal ng checking kahit kumpleto naman yung dala ko. Kailangan talagang pagbutihin yung service.",negative
2026-06-08,Female,28,Non-Pasigueño,Health card/clearance,2,2,3,2,Hindi professional yung tono ng pakikipag-usap sa akin. Hindi malinaw yung instructions na binigay sa akin sa simula. Sana ayusin yung system para hindi maulit sa ibang client.,negative
2026-04-04,Male,28,Pasigueño,Nutrition counseling,3,4,3,3,"Malinaw naman yung basic instructions at natapos naman yung kailangan ko. Ang napansin ko lang, medyo mabagal lang yung usad nung maraming tao. Sana mas mabilis nang kaunti sa susunod.",neutral
2026-06-29,Female,40,Pasigueño,Referral assistance,2,4,3,3,"Yung consultation ko, okay naman. Malinaw naman yung basic instructions, although medyo mahina yung boses sa pagtawag ng number. Hindi naman siya malaking issue para sa akin.",neutral
2026-01-25,Female,56,Pasigueño,Medical certificate,3,4,3,4,Naging convenient yung process para sa akin. Within a reasonable time natapos yung kailangan ko. Very accommodating yung nag-assist sa akin.,positive
2026-06-24,Male,24,Pasigueño,Family planning consultation,3,4,2,3,"Regarding sa pagpapatingin, natapos naman nang maayos. Nakuha ko naman agad yung tamang form; pwede pang mas mabilis yung process lang. Okay naman basta may konting improvement.",neutral
2026-01-23,Male,47,Pasigueño,Family planning consultation,1,2,2,2,Disappointed ako sa naging transaction. Masyadong dismissive yung sagot sa concern ko. Mas okay sana kung may malinaw na queue at proper guidance.,negative
2026-07-15,Female,67,Pasigueño,Referral assistance,3,4,4,4,"Regarding sa treatment assistance, magalang at approachable yung staff na nakausap ko. Hindi ako pinaghintay nang matagal bago maasikaso.",positive
2026-05-08,Female,43,Pasigueño,Pharmacy/medicine assistance,3,3,3,3,"Nakuha ko naman yung kailangan ko. Malinaw naman yung basic instructions. Siguro ang pwede lang ayusin, kailangan ko pang magtanong kung saan yung next counter. Sakto lang, neither good nor bad.",neutral
2026-07-13,Male,37,Pasigueño,Wound care/dressing,2,3,4,3,May good parts naman yung service pero may konting inconvenience. Mas okay sana kung mas visible yung instructions; helpful naman yung nasa counter naman kapag ako na yung inaasikaso. Sana mas mabilis nang kaunti sa susunod.,neutral
2026-06-12,Male,67,Pasigueño,Dental consultation,4,3,2,3,"Okay lang naman yung process. Malinaw naman yung basic instructions, pero medyo matagal yung checking ng requirements. Hindi naman siya malaking issue para sa akin.",neutral
2026-04-20,Male,34,Non-Pasigueño,Dental consultation,3,4,3,3,"Okay lang naman yung process. Sa certificate request mismo, may konting delay sa pila, pero natapos din naman at helpful naman yung nasa counter. May konting inconvenience pero natapos din naman.",neutral
2026-02-01,Female,48,Non-Pasigueño,Animal bite treatment,4,4,4,3,Malinaw yung instructions kaya alam ko agad kung ano ang susunod. Tinulungan ako agad nung hindi ko alam yung next step. Good job sa staff.,positive
2026-04-07,Female,36,Pasigueño,Referral assistance,1,2,1,1,Hindi visible yung process kaya kailangan pang magtanong nang paulit-ulit. May mga nauna kahit mas late silang dumating kaya nakakalito yung pila. Sana mas organized at respectful next time.,negative
2026-04-26,Female,37,Pasigueño,Medical consultation,4,3,2,3,"Pwede pang mas mabilis yung process, pero helpful naman yung nasa counter naman. Fair lang yung rating ko.",neutral
2026-01-09,Female,63,Pasigueño,TB/DOTS consultation,4,3,4,4,"Para sa referral assistance, straightforward yung process at walang confusing na instruction. Hindi ako pinaghintay nang matagal bago maasikaso. Babalik ako nang hindi nag-aalala kung kailangan ulit.",positive
2026-02-01,Female,42,Non-Pasigueño,Immunization/Vaccination,4,4,3,4,"Yung referral process ko, malinaw yung instructions kaya alam ko agad kung ano ang susunod. Maaga akong dumating at mabilis din akong natapos. Salamat sa maayos na assistance.",positive
2026-07-03,Male,46,Pasigueño,Wound care/dressing,4,3,4,4,"Sa part ng screening, maayos ang pila at mabilis yung galaw sa counter. Straightforward yung process at walang confusing na instruction. Nakakagaan kapag ganito kaayos yung serbisyo.",positive
2026-08-03,Female,49,Pasigueño,Family planning consultation,2,1,1,1,"Regarding sa consultation, ang tagal ng checking kahit kumpleto naman yung dala ko. Hindi ako nabigyan ng maayos na explanation nung may concern ako. Mas okay sana kung may malinaw na queue at proper guidance.",negative
2026-06-30,Female,50,Pasigueño,TB/DOTS consultation,4,4,4,4,"Nung nag-process ako ng screening, nasagot nang maayos yung tanong ko tungkol sa requirements. Maayos yung queue kaya hindi nakakainip yung paghihintay. Sana ma-maintain yung ganitong sistema.",positive
2026-02-26,Male,34,Non-Pasigueño,TB/DOTS consultation,3,3,2,3,"Hindi agad malinaw kung saan kukunin yung form, pero Maayos kausap yung staff naman. Overall okay pa rin naman.",neutral
2026-01-21,Male,34,Non-Pasigueño,Immunization/Vaccination,3,2,2,2,Hindi naging maayos yung experience ko. May mga nauna kahit mas late silang dumating kaya nakakalito yung pila. Hindi maayos yung pakikitungo nung humingi ako ng clarification. Hindi dapat ganito katagal yung simpleng transaction.,negative
2026-07-02,Male,31,Pasigueño,Referral assistance,1,2,2,2,May mga bagay sa service na kailangan talagang ayusin. Pinaghintay ako nang matagal nang walang explanation kung bakit. Hindi malinaw kung saan dapat pumila at saan magsisimula.,negative
2026-07-28,Female,21,Pasigueño,Maternal health consultation,3,4,3,3,"Sa dressing service mismo, natapos naman nang maayos. Hindi naman ako pinabalik para sa kulang na requirement; mas okay sana kung mas visible yung instructions lang. Overall okay pa rin naman.",neutral
2026-08-02,Female,24,Pasigueño,Family planning consultation,3,4,4,4,Maayos yung pakikitungo sa akin mula umpisa hanggang matapos. Straightforward yung process at walang confusing na instruction. Sana ganito lagi yung serbisyo.,positive
2026-07-30,Male,26,Pasigueño,Maternal health consultation,2,1,2,2,Disappointed ako sa naging transaction. Parang walang willingness tumulong nung nalito ako sa process. Kailangan talagang pagbutihin yung service.,negative
2026-04-27,Female,51,Pasigueño,Animal bite treatment,4,3,4,4,Maayos at organized yung naging service. Mabilis yung checking ng requirements at tuloy-tuloy yung process. Courteous yung staff at malinaw makipag-usap.,positive
2026-06-29,Male,62,Pasigueño,Dental consultation,2,2,2,2,Hindi malinaw yung instructions kaya ilang beses akong nalito. Sobrang tagal bago ako natawag kahit matagal na akong naghihintay. Mas okay sana kung may malinaw na queue at proper guidance.,negative
2026-01-19,Male,58,Pasigueño,Wound care/dressing,2,2,2,2,Medyo frustrating yung naging proseso. Matagal akong nakaupo bago may nag-assist sa akin. Walang malinaw na update kung bakit delayed yung transaction.,negative
2026-02-26,Male,25,City Government Employee,TB/DOTS consultation,4,4,4,4,"Sa nutrition service mismo, simple at understandable yung explanation ng process. Mabilis nila na-process yung request ko. Babalik ako nang hindi nag-aalala kung kailangan ulit.",positive
2026-04-18,Male,29,Pasigueño,Maternal health consultation,4,3,3,4,Maayos yung signage at guide kaya madaling sundan. Responsive yung staff kapag may clarification. Sana ma-maintain yung ganitong sistema.,positive
2026-02-13,Male,38,Pasigueño,Medical certificate,4,4,4,3,"Yung clearance request ko, maayos ang pila at mabilis yung galaw sa counter. Hindi ako kinailangang magtanong nang paulit-ulit. Babalik ako nang hindi nag-aalala kung kailangan ulit.",positive
2026-01-18,Female,60,Pasigueño,Dental consultation,2,2,1,2,"Nung nag-process ako ng medical certificate, ang daming idle time sa pagitan ng bawat step. Kailangan pang pagbutihin yung client handling. Marami pang kailangang i-improve.",negative
2026-07-26,Male,50,Pasigueño,Dental consultation,3,3,3,3,"Para sa certificate request, natapos naman nang maayos. Maayos naman yung actual service; pwede pang mas mabilis yung process lang. Nothing serious, pero noticeable lang.",neutral
2026-03-09,Female,38,Pasigueño,Nutrition counseling,1,1,1,1,"Yung laboratory request ko, hindi approachable yung nakausap ko sa counter. Matagal akong nakaupo bago may nag-assist sa akin. Please improve the process and client handling.",negative
2026-04-01,Male,36,Pasigueño,Referral assistance,3,4,3,3,"Normal lang yung naging transaction ko, nothing special. Para sa referral request, medyo mabagal lang yung usad nung maraming tao, pero natapos din naman at malinaw naman yung basic instructions. Fair lang yung rating ko.",neutral
2026-08-01,Female,67,Pasigueño,Medical certificate,3,4,3,4,"Medyo mabagal sa umpisa pero nung na-check na yung requirements ko, mabilis na yung sumunod na steps at maayos naman yung staff.",positive
2026-08-01,Male,58,Pasigueño,Wound care/dressing,2,4,3,3,"Mabait naman yung staff pero medyo matagal yung checking, kaya sakto lang yung overall experience ko.",neutral
2026-08-01,Female,22,City Government Employee,Wound care/dressing,2,2,3,2,Mabilis yung unang step pero mali yung instruction pagkatapos kaya napabalik din ako at mas natagalan.,negative
2026-08-02,Male,33,Non-Pasigueño,Vital signs screening,3,3,4,4,May pila pa rin pero hindi nakakainis kasi organized at malinaw kung kailan ka tatawagin.,positive
